code,name,market,主力控盘日期,控盘程度,main_cost_value,yesterday,open,volumn,turn_volumn,high,low,lastest_value,type,ratio
002693,双成药业,002693.sz,2015-04-10,强烈控盘,12.47,14.06,14.08,135758,19685,14.98,14.04,14.74,2,0.183
002694,顾地科技,002694.sz,2015-04-10,强烈控盘,12.78,13.07,13.17,174333,24032,14.36,13.02,14.30,2,0.121
002695,煌上煌,002695.sz,2015-04-10,强烈控盘,34.54,39.68,39.65,22748,8967,40.50,38.52,39.79,2,0.149
002696,百洋股份,002696.sz,2015-04-10,强烈控盘,14.85,16.12,16.25,50664,8423,16.97,16.25,16.82,2,0.141
002697,红旗连锁,002697.sz,2015-04-10,强烈控盘,11.75,11.89,11.95,163848,19746,12.22,11.85,12.06,2,0.028
002698,博实股份,002698.sz,2015-04-10,强烈控盘,31.44,34.78,34.91,41341,14626,36.17,34.58,35.62,2,0.133
002699,美盛文化,002699.sz,2015-04-10,强烈控盘,23.9,25.19,25.25,80490,20615,25.95,25.19,25.57,2,0.07
002700,新疆浩源,002700.sz,2015-04-10,强烈控盘,26.02,28.33,28.38,50277,14284,29.48,27.87,29.07,2,0.083
002701,奥瑞金,002701.sz,2015-04-10,强烈控盘,31.22,36.71,36.80,90444,33711,37.68,36.73,37.24,2,0.201
002702,海欣食品,002702.sz,2015-04-10,强烈控盘,29.76,36.35,36.34,28120,10173,37.19,35.01,36.73,2,0.231
002703,浙江世宝,002703.sz,2015-04-10,强烈控盘,30.34,30.47,30.43,10983,3388,31.33,30.43,31.00,2,0.017
002705,新宝股份,002705.sz,2015-04-10,强烈控盘,17.61,18.74,18.72,57379,10823,19.19,18.51,19.04,2,0.079
002706,良信电器,002706.sz,2015-04-10,强烈控盘,54.21,55.61,55.66,16050,9095,58.10,55.13,57.33,2,0.048
002707,众信旅游,002707.sz,2015-04-01,强烈控盘,171.49,0,0,0,0,0,0,0,0,-1
002708,光洋股份,002708.sz,2015-04-10,强烈控盘,21.68,22.61,22.60,45799,10546,23.60,22.40,23.44,2,0.069
002709,天赐材料,002709.sz,2015-04-10,强烈控盘,40.87,44.28,44.30,45557,21388,48.69,44.16,46.99,2,0.177
002711,欧浦钢网,002711.sz,2015-04-10,强烈控盘,65.69,74.17,72.80,47928,34203,73.90,70.01,72.20,2,0.076
002712,思美传媒,002712.sz,2015-03-18,强烈控盘,64.8,0,0,0,0,0,0,0,0,-1
002713,东易日盛,002713.sz,2015-04-10,强烈控盘,53.84,58.46,59.57,10847,6486,61.16,58.52,58.56,2,0.109
002714,牧原股份,002714.sz,2015-04-03,强烈控盘,53.45,0,0,0,0,0,0,0,0,-1
002715,登云股份,002715.sz,2015-04-10,强烈控盘,29.24,29.93,30.00,31090,9399,30.77,29.80,30.44,2,0.04
002716,金贵银业,002716.sz,2015-04-10,强烈控盘,29.86,33.20,33.56,82078,27612,34.12,33.20,33.39,2,0.138
002717,岭南园林,002717.sz,2015-03-25,强烈控盘,16.72,0,0,0,0,0,0,0,0,-1
002718,友邦吊顶,002718.sz,2015-04-10,强烈控盘,83.35,97.77,98.83,7251,7235,102.88,97.00,101.00,2,0.21
002719,麦趣尔,002719.sz,2015-04-10,强烈控盘,39.1,41.84,41.98,14108,6045,43.80,41.98,42.61,2,0.102
002721,金一文化,002721.sz,2015-04-10,强烈控盘,26.71,33.28,33.32,110823,39685,36.61,33.02,36.61,2,0.348
002723,金莱特,002723.sz,2015-04-10,强烈控盘,34.48,36.93,36.93,22069,8225,37.93,36.50,37.55,2,0.095
002724,海洋王,002724.sz,2015-04-10,强烈控盘,29.3,29.71,29.80,48181,14647,30.99,29.58,30.64,2,0.057
002725,跃岭股份,002725.sz,2015-04-10,强烈控盘,38.06,38.43,38.46,31065,12187,39.98,38.21,39.31,2,0.042
002726,龙大肉食,002726.sz,2015-04-10,强烈控盘,27.61,31.26,31.20,41893,13456,32.99,31.05,31.65,2,0.153
002727,一心堂,002727.sz,2015-04-10,强烈控盘,61.63,0,0,0,0,0,0,0,0,-1
002728,台城制药,002728.sz,2014-11-07,中度控盘,41.19,0,0,0,0,0,0,0,0,-1
002729,好利来,002729.sz,2015-04-10,强烈控盘,48.06,48.59,48.59,8424,4098,49.78,47.80,49.40,2,0.014
002730,电光科技,002730.sz,2015-04-10,强烈控盘,25.64,28.01,28.06,37601,10562,28.60,27.43,28.25,2,0.108
002731,萃华珠宝,002731.sz,2015-04-10,强烈控盘,34.5,38.01,39.38,69071,26727,39.38,37.79,39.12,2,0.129
002732,燕塘乳业,002732.sz,2015-04-10,强烈控盘,26.61,28.32,28.62,68329,19657,29.50,28.01,28.83,2,0.09
002733,雄韬股份,002733.sz,2015-04-10,强烈控盘,36.61,41.82,42.46,41557,18197,45.39,41.50,44.34,2,0.228
002735,王子新材,002735.sz,2015-04-10,强烈控盘,46,49.15,48.80,5017,2497,50.95,48.80,49.53,2,0.078
002736,国信证券,002736.sz,2015-04-10,强烈控盘,26.11,31.50,31.00,1593796,482738,31.18,29.76,30.22,2,0.151
002737,葵花药业,002737.sz,2015-04-10,强烈控盘,76.82,89.78,89.00,25254,23627,95.79,88.81,94.18,2,0.222
002738,中矿资源,002738.sz,2015-04-10,高度控盘,36.02,35.80,35.83,33756,12445,37.79,35.65,37.10,2,0.022
600000,浦发银行,600000.sh,2015-04-10,强烈控盘,14.67,17.53,17.99,4371217,789505,18.48,17.62,17.70,2,0.226
600004,白云机场,600004.sh,2015-04-10,强烈控盘,10.74,13.34,13.33,141181,19098,13.65,13.33,13.50,2,0.264
600005,武钢股份,600005.sh,2015-04-10,强烈控盘,3.73,5.11,5.15,1084059,55482,5.18,5.08,5.12,2,0.381
600006,东风汽车,600006.sh,2015-04-10,强烈控盘,6.52,7.47,7.49,365611,27644,7.66,7.46,7.56,2,0.158
600007,中国国贸,600007.sh,2015-04-10,强烈控盘,12.52,17.55,17.56,43230,7613,17.77,17.40,17.61,2,0.41
600008,首创股份,600008.sh,2015-04-10,强烈控盘,13.14,14.89,14.94,342379,51624,15.30,14.89,15.05,2,0.152
600009,上海机场,600009.sh,2015-04-10,强烈控盘,20.22,24.85,24.85,87755,21682,24.90,24.50,24.77,2,0.228
600010,包钢股份,600010.sh,2015-04-10,强烈控盘,5.26,6.04,6.09,4424996,268008,6.12,6.00,6.06,2,0.162
600011,华能国际,600011.sh,2015-04-10,强烈控盘,6.76,8.47,8.51,691869,59330,8.62,8.51,8.58,2,0.271
600012,皖通高速,600012.sh,2015-04-10,强烈控盘,5.76,8.27,8.27,225154,19367,8.81,8.12,8.63,2,0.505
600015,华夏银行,600015.sh,2015-04-10,强烈控盘,12.18,14.59,14.91,1727316,257865,15.28,14.61,14.65,2,0.222
600016,民生银行,600016.sh,2015-04-10,高度控盘,9.22,10.28,10.48,4605618,480841,10.58,10.32,10.34,2,0.123
600017,日照港,600017.sh,2015-04-10,强烈控盘,5.42,6.03,6.03,1336813,81494,6.22,6.00,6.13,2,0.133
600018,上港集团,600018.sh,2015-04-10,强烈控盘,5.62,7.74,7.75,870725,67773,7.87,7.70,7.76,2,0.386
600019,宝钢股份,600019.sh,2015-04-10,强烈控盘,5.89,7.57,7.63,1986230,151910,7.78,7.56,7.57,2,0.297
600020,中原高速,600020.sh,2015-04-10,强烈控盘,4.69,5.96,6.05,1233385,80108,6.56,6.05,6.56,2,0.399
600021,上海电力,600021.sh,2015-04-10,强烈控盘,13.19,16.40,16.40,528882,87128,16.87,16.17,16.70,2,0.245
600022,山东钢铁,600022.sh,2015-04-10,强烈控盘,3.18,4.16,4.10,1350501,56258,4.27,4.08,4.18,2,0.327
600023,浙能电力,600023.sh,2015-04-10,强烈控盘,7.52,8.15,8.22,382422,31523,8.35,8.15,8.23,2,0.093
600026,中海发展,600026.sh,2015-04-10,强烈控盘,8.74,10.12,10.10,836320,84212,10.23,9.91,10.04,2,0.158
600027,华电国际,600027.sh,2015-04-10,强烈控盘,5.77,6.90,6.94,784469,54852,7.07,6.91,7.02,2,0.218
600028,中国石化,600028.sh,2015-04-10,强烈控盘,6.6,6.71,6.74,6046343,410235,6.85,6.71,6.75,2,0.026
600029,南方航空,600029.sh,2015-04-10,强烈控盘,6.85,9.71,10.00,1645022,162463,10.15,9.70,9.74,2,0.444
600030,中信证券,600030.sh,2015-04-10,强烈控盘,32.06,35.84,35.92,3368475,1192500,36.19,35.02,35.28,2,0.098
600031,三一重工,600031.sh,2015-04-10,高度控盘,9.03,10.13,10.16,1787131,182698,10.47,10.05,10.37,2,0.132
600033,福建高速,600033.sh,2015-04-10,强烈控盘,4.11,5.04,5.06,1348898,71922,5.53,5.06,5.41,2,0.321
600035,楚天高速,600035.sh,2015-04-10,强烈控盘,4.75,7.85,8.34,887069,75290,8.64,7.85,8.64,2,0.819
600036,招商银行,600036.sh,2015-04-02,中度控盘,13.55,15.66,17.23,510242,87914,17.23,17.23,17.23,2,0.272
600037,歌华有线,600037.sh,2015-04-10,强烈控盘,20.37,25.69,25.60,179105,46712,26.36,25.58,26.16,2,0.29
600038,中直股份,600038.sh,2015-04-10,中度控盘,45.11,45.99,46.98,68441,31847,47.10,46.00,46.45,2,0.025
600039,四川路桥,600039.sh,2015-04-10,强烈控盘,6.56,7.05,7.06,998021,71686,7.25,7.06,7.19,2,0.096
600048,保利地产,600048.sh,2015-04-10,高度控盘,10.46,12.73,12.76,2846791,363424,13.02,12.56,12.75,2,0.213
600050,中国联通,600050.sh,2015-04-10,强烈控盘,4.99,6.11,6.12,3737307,233615,6.39,6.08,6.24,2,0.257
600051,宁波联合,600051.sh,2015-04-10,强烈控盘,10.67,12.29,12.82,346494,45925,13.52,12.82,13.52,2,0.267
600052,浙江广厦,600052.sh,2015-04-10,强烈控盘,6.99,7.87,7.86,257121,20515,8.09,7.80,7.95,2,0.149
600053,中江地产,600053.sh,2015-03-20,高度控盘,10.67,0,0,0,0,0,0,0,0,-1
600054,黄山旅游,600054.sh,2015-04-10,强烈控盘,17.82,19.71,19.75,56483,11320,20.65,19.60,20.33,2,0.117
600055,华润万东,600055.sh,2015-04-10,强烈控盘,23.89,33.90,34.00,57433,19763,35.62,32.32,34.76,2,0.442
600056,中国医药,600056.sh,2015-04-10,高度控盘,16.79,18.13,18.18,374901,69932,19.15,18.16,18.81,2,0.13
600057,象屿股份,600057.sh,2015-04-10,强烈控盘,13.29,15.83,15.84,204351,32764,16.30,15.60,15.92,2,0.216
600058,五矿发展,600058.sh,2015-04-10,强烈控盘,17.68,22.32,22.31,201320,44334,22.49,21.70,22.18,2,0.259
600059,古越龙山,600059.sh,2015-04-10,强烈控盘,10.64,12.20,12.21,288571,35694,12.55,12.13,12.40,2,0.171
600060,海信电器,600060.sh,2015-04-10,强烈控盘,19.76,22.55,22.54,281301,62520,22.85,21.88,22.82,2,0.127
600061,中纺投资,600061.sh,2015-04-10,强烈控盘,25.69,31.13,31.04,156585,47484,31.10,29.89,30.45,2,0.176
600062,华润双鹤,600062.sh,2015-03-12,强烈控盘,24.64,0,0,0,0,0,0,0,0,-1
600063,皖维高新,600063.sh,2015-04-10,强烈控盘,6.02,7.05,7.24,623269,44948,7.29,7.13,7.20,2,0.198
600064,南京高科,600064.sh,2015-04-10,强烈控盘,20.71,27.85,27.98,121734,34215,28.50,27.61,28.26,2,0.352
600066,宇通客车,600066.sh,2015-04-10,强烈控盘,23.54,31.36,31.36,152716,47236,31.41,30.70,31.05,2,0.309
600067,冠城大通,600067.sh,2015-04-10,强烈控盘,8.83,10.09,10.26,754966,78688,10.69,10.13,10.56,2,0.204
600068,葛洲坝,600068.sh,2015-04-10,强烈控盘,9.67,10.28,10.32,1619473,166541,10.38,10.21,10.31,2,0.06
600069,*ST银鸽,600069.sh,2015-04-10,强烈控盘,5.26,5.81,6.06,307315,18353,6.06,5.91,5.92,2,0.129
600070,浙江富润,600070.sh,2015-04-10,强烈控盘,11.76,14.87,14.90,104241,15736,15.49,14.75,15.15,2,0.287
600071,凤凰光学,600071.sh,2015-04-10,强烈控盘,17.46,21.92,21.95,79219,18784,24.11,21.95,23.83,2,0.381
600073,上海梅林,600073.sh,2015-04-10,强烈控盘,11.62,13.89,13.92,211856,29591,14.29,13.80,13.88,2,0.195
600074,中达股份,600074.sh,2015-04-10,强烈控盘,10.77,12.67,12.67,271909,34476,12.81,12.52,12.63,2,0.177
600076,青鸟华光,600076.sh,2014-12-22,微弱控盘,6.1,0,0,0,0,0,0,0,0,-1
600077,宋都股份,600077.sh,2015-04-10,强烈控盘,6.93,9.49,9.49,197661,18431,9.50,9.21,9.32,2,0.348
600078,澄星股份,600078.sh,2015-04-10,强烈控盘,8.77,9.22,9.21,205257,19257,9.52,9.21,9.42,2,0.08
600079,人福医药,600079.sh,2015-04-10,强烈控盘,30.75,34.75,34.73,189833,67061,36.83,34.33,36.00,2,0.155
600080,金花股份,600080.sh,2015-04-10,强烈控盘,12.31,13.42,13.52,98231,13527,14.03,13.40,13.77,2,0.134
600081,东风科技,600081.sh,2015-04-10,强烈控盘,16.39,20.51,20.45,58194,11673,20.67,19.78,20.25,2,0.228
600082,海泰发展,600082.sh,2015-04-10,强烈控盘,8.2,9.09,9.19,269596,24900,9.40,9.08,9.22,2,0.133
600083,博信股份,600083.sh,2015-01-20,轻度控盘,10.85,0,0,0,0,0,0,0,0,-1
600084,中葡股份,600084.sh,2015-04-10,强烈控盘,6.17,7.85,7.86,120153,9401,7.92,7.76,7.80,2,0.269
600085,同仁堂,600085.sh,2015-04-10,强烈控盘,22.42,30.50,30.45,230989,70578,31.59,29.81,30.81,2,0.401
600086,东方金钰,600086.sh,2015-03-18,强烈控盘,26.28,0,0,0,0,0,0,0,0,-1
600088,中视传媒,600088.sh,2015-04-10,强烈控盘,22.56,28.22,28.00,69996,19340,28.05,27.26,27.56,2,0.222
600089,特变电工,600089.sh,2015-04-10,强烈控盘,14.17,0,0,0,0,0,0,0,0,-1
600090,啤酒花,600090.sh,2014-09-05,强烈控盘,7.2,0,0,0,0,0,0,0,0,-1
600093,禾嘉股份,600093.sh,2015-04-10,强烈控盘,15.9,18.97,19.33,169287,32453,19.88,18.70,19.18,2,0.196
600094,大名城,600094.sh,2015-04-10,强烈控盘,8.99,17.99,18.00,54223,9718,18.63,17.56,17.85,2,0.974
600095,哈高科,600095.sh,2015-04-10,强烈控盘,12.73,12.57,12.57,161451,20361,12.71,12.50,12.63,2,-0.007
600096,云天化,600096.sh,2015-04-10,强烈控盘,13.62,15.35,15.38,89047,13972,15.90,15.38,15.73,2,0.158
600097,开创国际,600097.sh,2015-04-10,强烈控盘,15.05,17.81,17.95,31315,5578,18.09,17.58,17.83,2,0.199
600098,广州发展,600098.sh,2015-04-10,强烈控盘,7.96,10.26,10.28,230632,23658,10.42,10.10,10.32,2,0.29
600099,林海股份,600099.sh,2015-04-10,强烈控盘,10.61,13.88,13.88,56908,7847,13.98,13.50,13.88,2,0.308
600100,同方股份,600100.sh,2015-04-10,强烈控盘,15.48,17.59,17.60,1472773,273966,19.35,17.45,19.03,2,0.219
600101,明星电力,600101.sh,2015-04-10,强烈控盘,10.51,11.55,11.57,125841,14836,12.08,11.57,11.89,2,0.127
600103,青山纸业,600103.sh,2015-04-10,强烈控盘,4.3,5.28,5.30,830623,46400,5.73,5.30,5.60,2,0.319
600104,上汽集团,600104.sh,2015-04-10,强烈控盘,17.64,25.73,25.75,660171,171475,26.34,25.68,25.70,2,0.48
600105,永鼎股份,600105.sh,2015-04-10,强烈控盘,10.73,12.11,12.20,100774,12540,12.65,12.20,12.39,2,0.173
600106,重庆路桥,600106.sh,2015-04-10,强烈控盘,7.15,8.63,8.53,370946,33580,9.20,8.53,9.00,2,0.274
600107,美尔雅,600107.sh,2015-04-02,强烈控盘,12.39,0,0,0,0,0,0,0,0,-1
600108,亚盛集团,600108.sh,2015-04-10,高度控盘,10.04,10.45,10.45,942126,97936,10.54,10.26,10.39,2,0.042
600109,国金证券,600109.sh,2015-04-10,强烈控盘,24.23,26.36,27.70,1527307,414759,27.95,26.47,27.29,2,0.11
600110,中科英华,600110.sh,2015-04-10,强烈控盘,7.76,8.82,9.60,725587,66867,9.60,8.99,9.05,2,0.174
600111,北方稀土,600111.sh,2015-04-10,强烈控盘,26.94,28.96,29.16,847627,245638,29.38,28.66,28.78,2,0.077
600112,天成控股,600112.sh,2015-04-10,强烈控盘,22.72,22.71,22.71,404977,92407,23.62,22.00,23.04,2,0.031
600113,浙江东日,600113.sh,2015-04-10,强烈控盘,13.76,14.23,14.26,93108,13399,14.66,14.12,14.48,2,0.042
600114,东睦股份,600114.sh,2015-04-10,强烈控盘,17.34,18.06,18.06,54641,9959,18.61,17.98,18.37,2,0.053
600115,东方航空,600115.sh,2015-04-09,强烈控盘,5.66,0,0,0,0,0,0,0,0,-1
600116,三峡水利,600116.sh,2015-04-10,强烈控盘,17.58,19.29,19.40,139519,27000,19.59,19.15,19.33,2,0.108
600117,西宁特钢,600117.sh,2015-04-08,强烈控盘,6.25,0,0,0,0,0,0,0,0,-1
600118,中国卫星,600118.sh,2015-04-10,强烈控盘,31.1,34.34,34.40,236950,81085,34.70,33.82,34.48,2,0.105
600119,长江投资,600119.sh,2015-04-10,强烈控盘,25.34,25.48,25.60,118554,30342,25.93,25.22,25.60,2,0.014
600120,浙江东方,600120.sh,2015-04-10,强烈控盘,25.55,38.17,38.30,76738,28834,38.33,37.10,37.60,2,0.468
600121,郑州煤电,600121.sh,2015-04-10,强烈控盘,6.16,7.46,7.45,251132,18993,7.96,7.25,7.79,2,0.221
600122,宏图高科,600122.sh,2015-04-10,强烈控盘,8.94,11.81,12.35,614946,74555,12.35,11.86,12.15,2,0.372
600123,兰花科创,600123.sh,2015-04-10,强烈控盘,10.28,11.18,11.20,404483,45402,11.32,11.11,11.21,2,0.096
600125,铁龙物流,600125.sh,2015-04-10,强烈控盘,11.34,12.12,12.19,738190,92856,12.98,12.10,12.60,2,0.13
600126,杭钢股份,600126.sh,2015-04-10,强烈控盘,6.34,11.68,11.68,507141,60376,12.35,11.49,11.80,2,0.882
600127,金健米业,600127.sh,2015-04-10,强烈控盘,7.1,7.63,7.67,433246,34254,8.30,7.60,8.02,2,0.104
600128,弘业股份,600128.sh,2015-04-10,强烈控盘,15.55,17.28,17.31,79439,14100,17.97,17.31,17.79,2,0.146
600129,太极集团,600129.sh,2014-12-16,中度控盘,14.12,0,0,0,0,0,0,0,0,-1
600130,波导股份,600130.sh,2015-04-10,强烈控盘,6.8,7.84,7.84,237956,18913,8.10,7.77,7.95,2,0.188
600131,岷江水电,600131.sh,2015-04-10,强烈控盘,7.45,8.82,8.85,81971,7290,8.97,8.80,8.93,2,0.195
600132,重庆啤酒,600132.sh,2015-04-10,强烈控盘,22.16,25.95,25.95,156363,40379,26.50,25.31,25.99,2,0.182
600133,东湖高新,600133.sh,2015-04-10,强烈控盘,10.98,12.35,12.40,369909,46536,12.85,12.26,12.69,2,0.166
600135,乐凯胶片,600135.sh,2015-04-10,强烈控盘,15.71,16.72,16.85,108788,18229,17.16,16.45,16.84,2,0.059
600136,道博股份,600136.sh,2015-03-23,强烈控盘,19.09,0,0,0,0,0,0,0,0,-1
600137,浪莎股份,600137.sh,2015-04-10,强烈控盘,21.67,28.54,28.37,31879,9190,29.99,28.01,28.46,2,0.333
600138,中青旅,600138.sh,2015-04-10,强烈控盘,21.44,24.13,24.09,198186,49053,25.16,24.00,24.74,2,0.166
600139,西部资源,600139.sh,2015-04-10,强烈控盘,14.81,16.78,16.81,186047,31115,16.98,16.50,16.77,2,0.138
600141,兴发集团,600141.sh,2015-04-10,强烈控盘,17.1,17.79,17.79,177993,31547,17.98,17.50,17.78,2,0.04
600143,金发科技,600143.sh,2015-04-10,强烈控盘,7.5,8.92,8.92,416738,37619,9.10,8.92,9.01,2,0.203
600146,大元股份,600146.sh,2015-04-10,强烈控盘,20.21,22.09,22.15,48750,10648,22.34,21.54,21.88,2,0.083
600148,长春一东,600148.sh,2015-04-10,强烈控盘,22.47,23.70,24.40,69980,17566,25.63,24.40,25.27,2,0.123
600149,廊坊发展,600149.sh,2015-04-10,高度控盘,20.68,20.88,20.77,153929,31927,21.08,20.41,20.89,2,0.01
600150,中国船舶,600150.sh,2015-04-10,强烈控盘,40.54,45.73,45.89,319391,146959,46.66,45.01,46.19,2,0.144
600151,航天机电,600151.sh,2015-04-10,强烈控盘,12.17,13.34,13.41,318711,42515,13.50,13.13,13.39,2,0.102
600152,维科精华,600152.sh,2015-04-10,强烈控盘,8.87,10.43,10.42,103981,11244,11.21,10.32,10.85,2,0.239
600153,建发股份,600153.sh,2015-04-10,强烈控盘,11.68,16.93,17.10,805854,140627,18.35,16.60,17.70,2,0.537
600155,宝硕股份,600155.sh,2015-03-06,高度控盘,14.86,0,0,0,0,0,0,0,0,-1
600156,华升股份,600156.sh,2015-04-10,强烈控盘,8.7,10.21,10.52,262632,28251,11.22,10.33,10.92,2,0.264
600157,永泰能源,600157.sh,2015-04-10,轻度控盘,4.64,5.35,5.89,48774,2872,5.89,5.89,5.89,2,0.269
600158,中体产业,600158.sh,2015-04-10,强烈控盘,23.34,24.70,24.58,225032,55350,24.95,24.22,24.70,2,0.057
600159,大龙地产,600159.sh,2015-04-10,强烈控盘,5.1,6.24,6.30,255041,15907,6.32,6.12,6.23,2,0.227
600160,巨化股份,600160.sh,2015-04-10,强烈控盘,7.74,9.25,9.27,316150,29321,9.44,9.14,9.33,2,0.196
600161,天坛生物,600161.sh,2015-04-10,强烈控盘,30.47,39.99,40.00,96137,39680,42.26,39.51,42.03,2,0.375
600162,香江控股,600162.sh,2015-04-10,强烈控盘,8.28,11.35,11.15,271775,30024,11.23,10.81,11.08,2,0.332
600163,*ST南纸,600163.sh,2015-04-10,强烈控盘,5.15,7.37,7.41,106993,7870,7.50,7.28,7.31,2,0.417
600165,新日恒力,600165.sh,2015-04-10,强烈控盘,14.66,19.85,20.03,105114,22482,21.84,20.03,21.84,2,0.463
600166,福田汽车,600166.sh,2015-04-10,强烈控盘,6.93,8.12,8.22,544443,44156,8.24,8.05,8.09,2,0.17
600167,联美控股,600167.sh,2015-04-10,强烈控盘,15.05,18.46,18.56,37575,7292,20.18,18.56,19.48,2,0.307
600168,武汉控股,600168.sh,2015-04-10,强烈控盘,14.47,17.21,17.28,164123,28449,17.78,17.03,17.07,2,0.184
600169,太原重工,600169.sh,2015-04-10,强烈控盘,7.97,8.91,8.92,2833219,265226,9.80,8.70,9.80,2,0.23
600170,上海建工,600170.sh,2015-04-10,强烈控盘,10.92,11.82,11.95,770687,92611,12.35,11.76,12.14,2,0.095
600171,上海贝岭,600171.sh,2015-04-10,强烈控盘,15.28,16.94,16.93,179078,30773,17.48,16.81,17.08,2,0.13
600172,黄河旋风,600172.sh,2015-03-26,强烈控盘,9.69,0,0,0,0,0,0,0,0,-1
600173,卧龙地产,600173.sh,2015-04-10,强烈控盘,7.79,11.12,11.12,315779,36600,11.98,10.83,11.68,2,0.497
600175,美都能源,600175.sh,2015-04-10,强烈控盘,6.66,7.42,7.45,712190,54030,7.77,7.38,7.65,2,0.156
600176,中国巨石,600176.sh,2015-04-10,强烈控盘,16.77,22.50,24.74,297602,71899,24.74,23.48,24.06,2,0.434
600177,雅戈尔,600177.sh,2015-04-10,强烈控盘,14.75,18.79,19.50,626978,121676,19.86,19.07,19.17,2,0.308
600179,黑化股份,600179.sh,2014-11-28,强烈控盘,6.88,0,0,0,0,0,0,0,0,-1
600180,瑞茂通,600180.sh,2015-04-10,强烈控盘,24.53,33.57,33.50,94160,30832,33.54,32.20,32.50,2,0.345
600183,生益科技,600183.sh,2015-04-10,强烈控盘,8.21,9.94,10.01,386901,39341,10.40,9.95,10.22,2,0.245
600184,光电股份,600184.sh,2015-04-10,强烈控盘,35.03,52.60,53.97,11890,6344,54.50,52.00,52.60,2,0.512
600185,格力地产,600185.sh,2015-04-09,中度控盘,23.95,0,0,0,0,0,0,0,0,-1
600186,莲花味精,600186.sh,2015-04-10,强烈控盘,6.4,8.28,8.28,622045,53057,8.86,8.06,8.48,2,0.35
600187,国中水务,600187.sh,2015-04-10,强烈控盘,8.01,8.33,8.34,699908,59101,8.54,8.34,8.44,2,0.055
600188,兖州煤业,600188.sh,2015-04-10,高度控盘,12.11,15.96,15.95,169152,26856,16.23,15.62,15.93,2,0.325
600189,吉林森工,600189.sh,2015-04-10,强烈控盘,10.08,11.55,11.70,166093,20016,12.36,11.60,11.98,2,0.204
600190,锦州港,600190.sh,2015-04-10,强烈控盘,5.49,6.52,6.75,341993,23191,6.96,6.61,6.77,2,0.257
600191,华资实业,600191.sh,2015-03-05,强烈控盘,8.98,0,0,0,0,0,0,0,0,-1
600192,长城电工,600192.sh,2015-04-10,强烈控盘,11.92,12.52,12.60,134124,17108,12.93,12.52,12.74,2,0.08
600193,创兴资源,600193.sh,2015-04-10,强烈控盘,10.12,13.01,12.95,308823,39767,13.33,12.56,12.68,2,0.266
600195,中牧股份,600195.sh,2015-04-10,强烈控盘,18.04,22.27,22.35,75156,16986,23.31,22.04,22.98,2,0.264
600196,复星医药,600196.sh,2015-03-27,强烈控盘,21.8,0,0,0,0,0,0,0,0,-1
600197,伊力特,600197.sh,2015-04-10,强烈控盘,12.72,15.42,15.54,131636,20506,15.88,15.26,15.47,2,0.224
600198,大唐电信,600198.sh,2015-04-10,强烈控盘,23.42,26.79,26.88,156445,43382,28.66,26.05,27.72,2,0.196
600199,金种子酒,600199.sh,2015-04-10,强烈控盘,11.49,12.37,12.41,261384,32641,12.74,12.26,12.49,2,0.101
600200,江苏吴中,600200.sh,2015-04-10,强烈控盘,17.61,22.74,22.74,220952,51112,23.62,22.51,23.27,2,0.332
600201,金宇集团,600201.sh,2015-04-10,强烈控盘,40.84,60.71,60.70,25913,15557,61.30,59.68,60.16,2,0.467
600202,哈空调,600202.sh,2015-04-10,强烈控盘,9.08,11.09,11.11,183126,21387,11.99,11.11,11.65,2,0.298
600203,福日电子,600203.sh,2015-04-10,强烈控盘,11.62,14.30,14.20,127924,18771,15.17,14.02,14.44,2,0.268
600206,有研新材,600206.sh,2015-04-10,强烈控盘,13.56,16.84,17.00,314822,56630,18.52,16.81,18.27,2,0.351
600207,安彩高科,600207.sh,2015-04-10,强烈控盘,7.53,8.51,8.48,105248,8921,8.60,8.39,8.45,2,0.131
600208,新湖中宝,600208.sh,2015-04-10,高度控盘,7.12,9.48,9.50,1518305,148664,10.15,9.50,9.68,2,0.389
600209,罗顿发展,600209.sh,2015-03-11,高度控盘,9.93,0,0,0,0,0,0,0,0,-1
600210,紫江企业,600210.sh,2015-04-10,强烈控盘,6.09,7.09,7.12,478575,34224,7.28,7.06,7.20,2,0.176
600211,西藏药业,600211.sh,2015-04-10,强烈控盘,38.53,43.51,42.99,46259,20433,45.39,42.92,44.65,2,0.162
600212,江泉实业,600212.sh,2015-04-10,轻度控盘,8.93,9.49,9.47,329081,31257,9.64,9.38,9.49,2,0.066
600213,亚星客车,600213.sh,2015-04-10,轻度控盘,15.24,16.45,16.43,71819,11700,16.48,16.22,16.35,2,0.079
600215,长春经开,600215.sh,2015-04-10,强烈控盘,7.16,9.28,9.64,315374,31707,10.21,9.64,10.20,2,0.426
600216,浙江医药,600216.sh,2015-04-10,强烈控盘,12.58,14.14,14.20,520533,77077,15.49,14.20,14.96,2,0.214
600217,*ST秦岭,600217.sh,2015-04-10,强烈控盘,9.92,11.73,11.70,109039,12628,11.73,11.47,11.60,2,0.164
600218,全柴动力,600218.sh,2015-04-10,强烈控盘,13.46,15.14,15.05,96799,14619,15.30,14.94,15.19,2,0.117
600219,南山铝业,600219.sh,2015-04-10,强烈控盘,10.6,11.52,11.56,1077915,124355,11.68,11.42,11.53,2,0.089
